threshold,PDA1,PDB1,PDX1,KGD2,AIM22,IRC15,MAE1,PYC2,PYC1,PTC6,PKP1,PTC5,PGI1,NQM1,TAL1,TKL2,TKL1,ZWF1,TPI1,PGK1,GPM1,FBA1,ENO2,ENO1,CDC19,PKP2,PYK2,LSC1,YMR31,KGD1,HSP104,BTN2,SIS1,HSP78,YJL144W,CUR1,HSP26,MDH1,HSP82,HSC82,AHA1,STI1,SBA1,CPR6,FES1,MBF1
853,0.11086551409006865,0.10187086941727869,0.08968692872577705,0.09394392344818653,0.08023036865829689,0.06613372177833754,0.042603481518820076,0.042603481518820076,,,0.022202445186768557,0.022202445186768557,0.02316253686909247,0.023216658194947955,0.02046832222700295,0.023064948714769294,0.02212833684287016,0.021403260505636627,0.021866714718349965,0.02059885784865853,0.021461227554765042,0.021200214026078964,0.020116317279827586,0.01973022592586015,0.02020066477894224,,0.01926741979653816,,0.02977111518753731,,,,,,,,,,,,,,,,,
854,0.10708300326503556,0.09590667794174978,0.07603347285053648,0.0792964050765227,0.06979211196528741,0.05671854188982233,0.04761356256178319,0.04761356256178319,0.05019363032271408,,,0.023493771497416917,0.025071336242834058,0.025128772400033316,0.022163638987044633,0.024964300018704484,0.023953791937215838,0.023241383999013845,0.023674708040659354,0.022294717778254196,0.023070491362545027,0.02294558576424144,0.021771738484856116,0.021353148035308044,0.021877722270288825,,0.020867225042903448,,0.02387669970344572,,,,,,,,,,,,,,,,,
855,0.10163173923433157,0.09272643436108688,0.06927870941991171,0.08143055273853363,0.061972382560472716,0.05021132227099486,0.040264437086294985,0.040264437086294985,0.04208527864679948,,,,0.024195815770775043,0.02423127580246821,0.02138353530896084,0.024073281298315277,0.02311762172843825,0.022430844471349368,0.022863836809817645,0.021731840621349096,0.02227021755885187,0.022161690468857815,0.021032216469202204,0.020617579267451974,0.02113422007241906,,0.02014745730429172,,0.03369094362054994,0.07505233002218083,,,,,,,,,,,,,,,,
856,0.10200524898279259,0.09306721596568032,0.06953331761144795,0.08172982052140887,0.06220013905855175,0.05039585535576371,0.04041241408522591,0.04041241408522591,0.04223994747328718,,,0.020010068004035913,0.023822825032337135,0.02426533617037514,0.021548820599823392,0.024108563815024842,0.02248386180552627,0.022427957262289966,0.02290941916830901,0.02176736536918801,0.02190304624816638,0.021799920494825698,0.020689995202863035,0.020282412336658822,0.020841116153921774,,,,0.033814762183254174,0.07532815701401617,,,,,,,,,,,,,,,,
857,0.0877396333317978,0.07801963744569722,0.05410329421199677,0.06337273477292699,0.04658950145863186,0.04613214884239847,0.040607656742160804,0.040607656742160804,0.04294858015779734,0.017549448187995465,0.017549448187995465,0.0200074852891295,0.01746908971409768,0.01784840734910128,,0.01773103129253015,0.016491052856791838,,0.016479809310746215,,,,,,,,,,0.01959128022493233,,0.06153824865988465,0.054666084179199534,0.05466608417919953,0.05466608417919953,0.037875200894542944,0.037875200894542944,0.037875200894542944,,,,,,,,,
858,0.08893590800527457,0.07908338609343979,0.05484095857369657,0.06423678212210068,0.04722471998563556,0.04676113165435674,0.04116131658167919,0.04116131658167918,0.043534157014612614,0.01778872386768062,0.01778872386768062,0.020280274757497052,0.017854818984115957,0.01799402323394268,,0.01787259368782677,,,0.016536231095873054,,0.016522146205500375,,,,,,,,0.019858394999226453,,0.059978262791056856,0.053280306704526395,0.053280306704526395,0.05328030670452641,0.03691506992784846,0.03691506992784846,0.03691506992784846,,,,,,,,,
859,0.08642100665462306,0.07684709122715597,0.053290183370728675,0.062420314805988086,0.04588931435769762,0.045438835229963566,0.039997369948788004,0.039997369948788004,0.04230311195383659,0.017285699985824667,0.017285699985824667,0.019706795591172145,0.018338538008975624,0.018483158515808475,,0.0183583761562135,,,0.016984049285327377,,0.016968579144060338,,,,,,,,0.019296845614670058,,0.06254081662293372,0.05555669231084004,0.05555669231084004,0.05555669231084004,0.03849225555303323,0.03849225555303323,0.03849225555303323,,,,,,,,,
860,0.08646635322410268,0.07688741420066125,0.05331814563472379,0.062453067804962056,0.0459133932600669,0.04546267775828613,0.04001835724789031,0.04001835724789031,0.042325309114916686,0.017294770086090257,0.017294770086090257,0.01971713608140812,0.018308551012433005,0.01845293503723897,,0.018328356720528106,,,0.01695627713539102,,0.01694083229074645,,,,,,,,0.01930697099719308,,0.06251335807050867,0.055532300138963264,0.055532300138963264,0.055532300138963264,0.03847535552399406,0.03847535552399406,0.03847535552399406,,,,,,,,,
861,0.10113333125257705,0.09227970105079115,0.05548247624942189,0.07355049686274831,0.04866106189177622,0.04689927643703884,0.05517779892965716,0.055177798929657164,0.057670675605787744,,,,0.02509853447587952,0.025188896772004848,0.022188995336145188,0.025022299944688332,0.023198696700455698,0.02216341525132378,0.023709588180445502,0.021471049158659626,0.023252298183926476,0.022985730588288393,0.021808959829163404,0.021374883567985396,0.02195383131911733,,0.020920427375633155,,0.020529387270515016,,,,,,,,,0.0731003888363129,,,,,,,,
862,0.09833642002288956,0.0897276430008435,0.05394807054013776,0.0715164077244132,0.04731530704747352,0.04560224497069299,0.053651819279383714,0.053651819279383714,0.05607575375136319,,,,0.022820852038634244,0.022670614260777888,,0.022529743948718216,0.021050032925800998,,0.02111167672019293,,,,,,,,,,,,0.023827507448701737,,0.02280211793274099,0.022457432890588623,,,,0.0710787477423378,0.028913055187279425,0.027207725550685038,0.026504227646628454,0.025518844383145722,0.024515504106099737,0.024110781545432693,0.023055650055654364,
863,0.09689257022908376,0.08841019379112756,0.053155964110928024,0.07046634966329411,0.04662058787518259,0.04493267827319991,0.05286406263555009,0.05286406263555009,0.055252407065846616,,,,0.023290044958971023,0.023142454807133936,,0.022997749985963097,,,0.02158164643799123,,,,,,,,,,,,0.0245036019921468,,0.023449117521200123,0.023094652199817628,,,,0.07003511573653708,0.02973344980423759,0.02797973222507057,0.02725627289217878,0.02624292983268814,0.025211120237649504,0.024794913860831505,0.02370984350126615,0.0215184777265543
864,0.10245112103569491,0.09763318643386044,0.06754661796975439,0.07932862256724939,0.058037951261089,0.05743804197936463,0.050261991492964384,0.050261991492964384,0.053263876964835706,,,,0.023315493254970177,0.02290424998634958,,0.022820156187843537,0.021424064005178194,,0.021737372997690716,,,,,,,,,,0.0249145538430277,,0.02293939585338061,,0.022080460833634043,0.021841405826256644,,,,,0.028783826472452027,0.02815181880033265,0.026239200887853233,0.02516399662819322,0.025308326355990386,0.023665766951849236,0.02248650991722084,
