threshold,PDB1,KGD2,PDX1,AIM22,LPD1,IRC15,PYC1,PYC2,MAE1,PTC6,PTC5,PKP1,UTH1,PKP2,HUL4,SIP5,NCE103,LSC1,YMR31,LIP2,KGD1,MDH1
851,0.13352192446003402,0.1102566567891543,0.10570260820303241,0.09487271251855302,0.09942676110467487,0.07910047511268857,0.07014370355077423,0.0665222557318702,0.0665222557318702,0.0288679882664277,0.032820411135732495,0.0288679882664277,,0.023661593991783962,,0.013225112978342935,0.013225112978342935,,0.033262439180290565,,,
852,0.13352192446003402,0.1102566567891543,0.10570260820303241,0.09487271251855302,0.09942676110467487,0.07910047511268857,0.07014370355077423,0.0665222557318702,0.0665222557318702,0.0288679882664277,0.032820411135732495,0.0288679882664277,,0.023661593991783962,,0.013225112978342935,0.013225112978342935,,0.033262439180290565,,,
853,0.1467385053927672,0.13532024411270288,0.12918831408594966,0.1155667410258929,0.12169867105264609,0.09526141815933455,,0.0613676042853099,0.0613676042853099,,0.03198120955880114,0.03198120955880114,,0.026645081379032008,,,,,0.04288339710345271,,,
854,0.13132526127023242,0.10858077182893752,0.10411283032287304,0.09556651877786293,0.09796721108888895,0.07766484558115477,0.06873026735672608,0.06519737392249675,0.06519737392249675,0.02830230421040006,0.03217008185806758,0.02830230421040006,,0.023210045647942497,,0.012925588466982588,0.012925588466982588,,0.03269442643744106,0.015127206630114458,,
855,0.12422027526287038,0.10908783181070186,0.09280870566515949,0.08302083945533908,0.1005432933846052,0.0672652228762198,0.05637922922456214,0.053939952427018614,0.053939952427018614,0.023697878509448635,0.02670818214232081,0.023697878509448635,,0.01981149331559567,,0.009601075302602192,0.009601075302602192,,0.04513382099988153,,0.1005432933846052,
856,0.12422027526287038,0.10908783181070186,0.09280870566515949,0.08302083945533908,0.1005432933846052,0.0672652228762198,0.05637922922456214,0.053939952427018614,0.053939952427018614,0.023697878509448635,0.02670818214232081,0.023697878509448635,,0.01981149331559567,,0.009601075302602192,0.009601075302602192,,0.04513382099988153,,0.1005432933846052,
857,0.1356877721628311,0.11021462645464612,0.09409368844357403,0.08102608351004792,0.09897730033805764,0.08023067917825079,0.07469397897707974,0.07062276442814513,0.07062276442814513,0.030521104753575896,0.03479599744810552,0.030521104753575896,,0.0248536456425173,,0.014533167321183203,0.014533167321183203,,0.03407215483908148,,,
858,0.1356877721628311,0.11021462645464612,0.09409368844357403,0.08102608351004792,0.09897730033805764,0.08023067917825079,0.07469397897707974,0.07062276442814513,0.07062276442814513,0.030521104753575896,0.03479599744810552,0.030521104753575896,,0.0248536456425173,,0.014533167321183203,0.014533167321183203,,0.03407215483908148,,,
859,0.1356877721628311,0.11021462645464612,0.09409368844357403,0.08102608351004792,0.09897730033805764,0.08023067917825079,0.07469397897707974,0.07062276442814513,0.07062276442814513,0.030521104753575896,0.03479599744810552,0.030521104753575896,,0.0248536456425173,,0.014533167321183203,0.014533167321183203,,0.03407215483908148,,,
860,0.1356877721628311,0.11021462645464612,0.09409368844357403,0.08102608351004792,0.09897730033805764,0.08023067917825079,0.07469397897707974,0.07062276442814513,0.07062276442814513,0.030521104753575896,0.03479599744810552,0.030521104753575896,,0.0248536456425173,,0.014533167321183203,0.014533167321183203,,0.03407215483908148,,,
861,0.12546853758960802,0.10000328539511419,0.07543701461531167,0.06616224590669308,0.09190621656543603,0.06376682587351726,0.0784122103525262,0.07502275863796992,0.07502275863796992,0.023921270152641012,0.026958791006764318,0.023921270152641012,,0.020000136018416055,,0.013346252744227464,0.013346252744227464,,0.027912879746158987,,,0.09939129386077757
862,0.12546853758960802,0.10000328539511419,0.07543701461531167,0.06616224590669308,0.09190621656543603,0.06376682587351726,0.0784122103525262,0.07502275863796992,0.07502275863796992,0.023921270152641012,0.026958791006764318,0.023921270152641012,,0.020000136018416055,,0.013346252744227464,0.013346252744227464,,0.027912879746158987,,,0.09939129386077757
863,0.12546853758960802,0.10000328539511419,0.07543701461531167,0.06616224590669308,0.09190621656543603,0.06376682587351726,0.0784122103525262,0.07502275863796992,0.07502275863796992,0.023921270152641012,0.026958791006764318,0.023921270152641012,,0.020000136018416055,,0.013346252744227464,0.013346252744227464,,0.027912879746158987,,,0.09939129386077757
864,0.14683607989845976,0.11930680936456263,0.10158718521182886,0.08728656269238204,0.10703734744827899,0.0863843251393469,0.08010656191179995,0.07559185629689795,0.07559185629689795,,,0.02550785326116573,,0.02550785326116573,,0.015892650154291657,0.015892650154291657,,0.03747040890863037,,,
